1635110960954 -73.807329854301666 45.206528409572911
1635110961369 -73.950945663165644 45.315112702200464
1635110961812 -73.387340436141720 45.301724240274980
1635110963257 -73.479766745422494 45.238150943043081
1635110964708 -73.016545072909787 45.423596042616563
1635110965506 -73.218200259456532 45.805367463189291
1635110967806 -73.267884346623038 45.746151335516208
1635110970155 -73.475559473741200 45.092076046283034
1635110971714 -73.183133947960566 45.597179811631200
1635110973808 -73.308533801826849 45.266337104259073
1635110974810 -73.678503428590409 45.944767622772943
1635110974974 -73.093095720358707 45.545631903407639
1635110976575 -73.762649711594136 45.940865816653414
1635110977262 -73.104775628826664 45.986359914093251
1635110978023 -73.429731216727369 45.048469120559671
1635110978917 -73.429196315263897 45.456306064598043
1635110981227 -73.828038690023770 45.043771862325249
1635110981760 -73.780647428049299 45.947682413733448
1635110982684 -73.537649546366170 45.548067727862838
1635110985414 -73.421094209392115 45.924405146213291
1635110987884 -73.144828344091729 45.052933009109102
1635110988600 -73.106110120970076 45.605344077717499
1635110990568 -73.869675612368857 45.939993646182344
1635110992759 -73.876262483032912 45.645193029415207
1635110993949 -73.868637331855961 45.666335138944981
1635110994001 -73.045405093651374 45.066181172359767
1635110996832 -73.143572506644179 45.852611114384756
1635110997939 -73.594950099871562 45.182503717040893
1635111000920 -73.256558103774397 45.466687715831252
1635111002166 -73.409226751663771 45.425434634683034
1635111004911 -73.207233467409396 45.821221837361799
1635111005461 -73.036884733258449 45.613979113907252
1635111008052 -73.372404927617536 45.196822174990921
1635111009827 -73.828948558809263 45.226901622777767
1635111010934 -73.998560035165910 45.265234239932940
1635111011842 -73.849703535150426 45.063591999487059
1635111013606 -73.885252515691633 45.675796072041657
1635111014802 -73.814117688877391 45.562030010509233
1635111016370 -73.101063474332140 45.139247690167132
1635111017739 -73.308068188254139 45.597451185268622
1635111019608 -73.808068940354235 45.494478918921754
1635111022040 -73.829530720918944 45.527789325668398
1635111023586 -73.471825726239844 45.032356406166524
1635111025817 -73.396142225798368 45.076954842138063
1635111026903 -73.913363928694767 45.505186191847291
1635111028531 -73.499538835475233 45.883588515944157
1635111030195 -73.922091367160018 45.808068220696974
1635111033016 -73.778496898691428 45.363534463191593
1635111034025 -73.195434053551190 45.518474981334156
1635111036255 -73.818642394252768 45.940657519872959
1635111038712 -73.402974348262646 45.751819292901315
1635111041450 -73.045409764787579 45.401224629149293
1635111044049 -73.558262995019838 45.874701634796472
1635111044958 -73.863469034772883 45.701689172450950
1635111045616 -73.454437219655664 45.099374847930234
1635111046644 -73.363287615815396 45.469396849239934
1635111048441 -73.742649434494665 45.668257285316185
1635111050331 -73.713588848649520 45.493611266014225
1635111052169 -73.126540237064449 45.746473047271580
1635111052523 -73.959217222981095 45.214178134828333
1635111055159 -73.292011363482360 45.810034967452823
1635111055178 -73.888448913816921 45.823715027522267
1635111055736 -73.490844912009963 45.255141621532500
1635111058573 -73.312872230894378 45.502808057890028
1635111059513 -73.960712193677276 45.006003975105891
1635111062281 -73.807963536532669 45.770886910546092
